Field=#~Integer~#~50|Field=Comment~String~Comment~100|Field=Description~String~Description~100|Field=Designator~String~Designator~100|Field=Footprint~String~Footprint~100|Field=LibRef~String~LibRef~100|Field=Manufacturer 1~String~Manufacturer 1~100|Field=Manufacturer Lifecycle 1~String~Manufacturer Lifecycle 1~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=Quantity~Integer~Quantity~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier Currency 1~String~Supplier Currency 1~100|Field=Supplier Order Qty 1~Integer~Supplier Order Qty 1~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|Field=Supplier Stock 1~Integer~Supplier Stock 1~100|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~100|Field=Supplier Subtotal per Board 1~Float~Supplier Subtotal per Board 1~100|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~ESP_WROOM_02_Measurement_V1.PrjPCB|ReportField=ProjectFullPath~C:\Users\Keri\Desktop\ESP-WROOM-02 Measurement\ESP_WROOM_02_Measurement_V1.PrjPCB|ReportField=Title~Bill of Materials For Project [ESP_WROOM_02_Measurement_V1.PrjPCB] (No PCB Document Selected)|ReportField=ReportTime~11:30:57|ReportField=ReportDate~02-09-2018|ReportField=ReportDateTime~02-09-2018 11:30:57|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=TotalQuantity~97|ReportField=TotalActualPrice~0|ReportField=TotalTargetPrice~0|ReportField=VersionControl_RevNumber~|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=CompanyName~Keri Studio|ReportField=Address1~ICG COMPOUND|ReportField=Address2~NR. BHAVANI CIRCLE|ReportField=Address3~A.K. ROAD|ReportField=Address4~SURAT-395008|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CurrentDate~02-09-2018|ReportField=CurrentTime~11:30:20|ReportField=Date~|ReportField=DocumentFullPathAndName~C:\Users\Keri\Desktop\ESP-WROOM-02 Measurement\Main_sch.SchDoc|ReportField=DocumentName~Main_sch.SchDoc|ReportField=DocumentNumber~0|ReportField=DrawnBy~Ashisg Talaviya|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~02-09-2018|ReportField=Organization~KERI STUDIO|ReportField=ProjectName~ESP_WROOM_02_Measurement_V1.PrjPCB|ReportField=Revision~1.0|ReportField=Rule~|ReportField=SheetNumber~0|ReportField=SheetTotal~4|ReportField=Time~|ReportField=Title~Main Schematic|ReportField=DataSourceFileName~ESP_WROOM_02_Measurement_V1.PrjPCB|ReportField=DataSourceFullPath~C:\Users\Keri\Desktop\ESP-WROOM-02 Measurement\ESP_WROOM_02_Measurement_V1.PrjPCB|ReportField=PCBConfigurationName~Sources|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
11|2X03|Headers & Wire Housings 03+03 DIL VERTICAL PIN HEADER TIN|J4|Header_2.54mm_2X03|Header_2.54mm_2X03|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHarwin%26mpn%3DM20-9980346%26seller%3DMouser%26sku%3D855-M20-9980346%26country%3DIN%26channel%3DBOM%2520Report%26{URL.TEXT}Harwin{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHarwin%26mpn%3DM20-9980346%26seller%3DMouser%26sku%3D855-M20-9980346%26country%3DIN%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}M20-9980346{URL.TIP}Manufacturer|1|Mouser|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHarwin%26mpn%3DM20-9980346%26seller%3DMouser%26sku%3D855-M20-9980346%26country%3DIN%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}855-M20-9980346{URL.TIP}Supplier|5896|0.24|0.24|0.24
12|2X04|Headers & Wire Housings 04+04 DIL VERTICAL PIN HEADER TIN|J5|Header_2.54mm_2X04|Header_2.54mm_2X04|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHarwin%26mpn%3DM20-9980446%26seller%3DMouser%26sku%3D855-M20-9980446%26country%3DIN%26channel%3DBOM%2520Report%26{URL.TEXT}Harwin{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHarwin%26mpn%3DM20-9980446%26seller%3DMouser%26sku%3D855-M20-9980446%26country%3DIN%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}M20-9980446{URL.TIP}Manufacturer|1|Mouser|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHarwin%26mpn%3DM20-9980446%26seller%3DMouser%26sku%3D855-M20-9980446%26country%3DIN%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}855-M20-9980446{URL.TIP}Supplier|10972|0.3|0.3|0.3
13|1X06|CONNECTOR, 6WAY, VERTICAL, 2.54|J6|Header_2.54mm_1X06|Header_2.54mm_1X06|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTE%2520Connectivity%26mpn%3D826646-6%26seller%3DMouser%26sku%3D571-826646-6%26country%3DIN%26channel%3DBOM%2520Report%26{URL.TEXT}TE%20Connectivity{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTE%2520Connectivity%26mpn%3D826646-6%26seller%3DMouser%26sku%3D571-826646-6%26country%3DIN%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}826646-6{URL.TIP}Manufacturer|1|Mouser|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTE%2520Connectivity%26mpn%3D826646-6%26seller%3DMouser%26sku%3D571-826646-6%26country%3DIN%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}571-826646-6{URL.TIP}Supplier|1828|0.79|0.79|0.79
14|10K|Thick Film Resistors - SMD 10K 0805 5%|R1, R2, R3, R4, R5, R6, R7, R8, R9, R10, R11, R12, R13, R14, R15, R16, R17, R18, R25, R26, R27, R28, R39, R40, R41, R42, R53, R54, R55, R56|R0805|R_0805_10K|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DBourns%26mpn%3DCR0805-JW-103ELF%26seller%3DMouser%26sku%3D652-CR0805-JW-103ELF%26country%3DIN%26channel%3DBOM%2520Report%26{URL.TEXT}Bourns{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DBourns%26mpn%3DCR0805-JW-103ELF%26seller%3DMouser%26sku%3D652-CR0805-JW-103ELF%26country%3DIN%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}CR0805-JW-103ELF{URL.TIP}Manufacturer|30|Mouser|USD|30|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DBourns%26mpn%3DCR0805-JW-103ELF%26seller%3DMouser%26sku%3D652-CR0805-JW-103ELF%26country%3DIN%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}652-CR0805-JW-103ELF{URL.TIP}Supplier|0|0.27|0.27|0.01
15|100K|Thick Film Resistors - SMD 100K 0805 5%|R19, R20, R31, R32, R33, R34, R45, R46, R47, R48, R59, R60|R0805|R_0805_100K|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DBourns%26mpn%3DCR0805-JW-104ELF%26seller%3DMouser%26sku%3D652-CR0805JW-104ELF%26country%3DIN%26channel%3DBOM%2520Report%26{URL.TEXT}Bourns{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DBourns%26mpn%3DCR0805-JW-104ELF%26seller%3DMouser%26sku%3D652-CR0805JW-104ELF%26country%3DIN%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}CR0805-JW-104ELF{URL.TIP}Manufacturer|12|Mouser|USD|12|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DBourns%26mpn%3DCR0805-JW-104ELF%26seller%3DMouser%26sku%3D652-CR0805JW-104ELF%26country%3DIN%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}652-CR0805JW-104ELF{URL.TIP}Supplier|1192|0.11|0.11|0.01
16|1K|Thick Film Resistors - SMD 1K 5%|R21, R22, R23, R24, R35, R36, R37, R38, R49, R50, R51, R52|R0805|R_0805_1K|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DBourns%26mpn%3DCR0805-JW-102ELF%26seller%3DMouser%26sku%3D652-CR0805JW-102ELF%26country%3DIN%26channel%3DBOM%2520Report%26{URL.TEXT}Bourns{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DBourns%26mpn%3DCR0805-JW-102ELF%26seller%3DMouser%26sku%3D652-CR0805JW-102ELF%26country%3DIN%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}CR0805-JW-102ELF{URL.TIP}Manufacturer|12|Mouser|USD|12|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DBourns%26mpn%3DCR0805-JW-102ELF%26seller%3DMouser%26sku%3D652-CR0805JW-102ELF%26country%3DIN%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}652-CR0805JW-102ELF{URL.TIP}Supplier|0|0.11|0.11|0.01
17|100R|Thick Film Resistors - SMD 10ohm 5%|R29, R30, R43, R44, R57, R58|R0805|R_0805_100R|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DBourns%26mpn%3DCR0805-JW-100ELF%26seller%3DMouser%26sku%3D652-CR0805JW-100ELF%26country%3DIN%26channel%3DBOM%2520Report%26{URL.TEXT}Bourns{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DBourns%26mpn%3DCR0805-JW-100ELF%26seller%3DMouser%26sku%3D652-CR0805JW-100ELF%26country%3DIN%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}CR0805-JW-100ELF{URL.TIP}Manufacturer|6|Mouser|USD|6|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DBourns%26mpn%3DCR0805-JW-100ELF%26seller%3DMouser%26sku%3D652-CR0805JW-100ELF%26country%3DIN%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}652-CR0805JW-100ELF{URL.TIP}Supplier|8985|0.6|0.6|0.1
18|Button Switch|SWITCH TACTILE SPST-NO 0.05A 32V|SW1|KSR231GLFS|Button_Switch|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DITT%2520C%2526K%26mpn%3DKSR231GLFS%26seller%3DDigi-Key%26sku%3D401-1706-6-ND%26country%3DIN%26channel%3DBOM%2520Report%26{URL.TEXT}ITT%20C%26K{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DITT%2520C%2526K%26mpn%3DKSR231GLFS%26seller%3DDigi-Key%26sku%3D401-1706-6-ND%26country%3DIN%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}KSR231GLFS{URL.TIP}Manufacturer|1|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DITT%2520C%2526K%26mpn%3DKSR231GLFS%26seller%3DDigi-Key%26sku%3D401-1706-6-ND%26country%3DIN%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}401-1706-6-ND{URL.TIP}Supplier|9930|0.61|0.61|0.61
19|Arduino-nano|ARDUINO   A000005   ATMEGA328, ARDUINO NANO, EVAL BOARD|U1|ARDUINO_NANO|Arduino-nano|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DArduino%26mpn%3DA000005%26seller%3DMouser%26sku%3D992-ARD-NANO30%26country%3DIN%26channel%3DBOM%2520Report%26{URL.TEXT}Arduino{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DArduino%26mpn%3DA000005%26seller%3DMouser%26sku%3D992-ARD-NANO30%26country%3DIN%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}A000005{URL.TIP}Manufacturer|1|Mouser|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DArduino%26mpn%3DA000005%26seller%3DMouser%26sku%3D992-ARD-NANO30%26country%3DIN%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}992-ARD-NANO30{URL.TIP}Supplier|1992|30.61|30.61|30.61
20|ESP-WROOM-02|WiFi Modules (802.11) SMD Module, ESP8266EX, 16Mbits SPI flash, UART Mode|U2|ESP-WROOM-02|ESP-WROOM-02|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DEspressif%2520Systems%26mpn%3DESP-WROOM-02%26seller%3DMouser%26sku%3D356-ESP-WROOM-02%26country%3DIN%26channel%3DBOM%2520Report%26{URL.TEXT}Espressif%20Systems{URL.TIP}Component|Unknown|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DEspressif%2520Systems%26mpn%3DESP-WROOM-02%26seller%3DMouser%26sku%3D356-ESP-WROOM-02%26country%3DIN%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ESP-WROOM-02{URL.TIP}Manufacturer|1|Mouser|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DEspressif%2520Systems%26mpn%3DESP-WROOM-02%26seller%3DMouser%26sku%3D356-ESP-WROOM-02%26country%3DIN%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}356-ESP-WROOM-02{URL.TIP}Supplier|3787|2.7|2.7|2.7
